,molecule_chembl_id,bioactivity_class,canonical_smiles,MW,LogP,NumHDonors,NumHAcceptors,pIC50
855,CHEMBL1085937,inactive,c1ccc(-c2ccc(NCCCN3CCOCC3)nn2)cc1,298.3899999999999,2.2778,1.0,5.0,3.3872161432802645
856,CHEMBL3895528,active,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccccc1OC)CC(C)CC3,407.5140000000002,4.191700000000004,2.0,6.0,6.749579997691106
857,CHEMBL4777188,inactive,COc1cc(/C=C/C(=O)NCC(=O)Nc2cccc(Br)c2)ccc1O,405.2480000000001,2.9314000000000013,3.0,4.0,4.883724412419456
858,CHEMBL4516508,active,Fc1ccc(CN2CCC(Nc3nc(-c4ccc(Cl)cc4)c(-c4ccc(Cl)cc4)s3)CC2)c(Cl)c1,546.9260000000003,8.6529,1.0,4.0,6.431798275933005
860,CHEMBL13166,active,CN(C)Cc1ccc(CSCCCCCSCc2ccc(CN(C)C)o2)o1,410.64900000000017,5.332700000000005,0.0,6.0,6.045757490560675
861,CHEMBL3116301,inactive,Brc1ccc2c(c1)c(OCc1ccc3ccccc3c1)nn2CCN1CCCCC1,464.4070000000003,6.016900000000006,0.0,4.0,5.0
862,CHEMBL5203291,inactive,CC1=C(NC2CCN(Cc3ccccc3)CC2)C(=O)c2ccccc2C1=O,360.4570000000001,3.5938000000000025,1.0,4.0,4.323306390375134
863,CHEMBL3289926,active,CCOC(OCC)c1ccc(/C=C2\CNC/C(=C\c3ccc(C(OCC)OCC)cc3)C2=O)cc1,479.6170000000003,5.469100000000005,1.0,6.0,6.036212172654444
864,CHEMBL5182185,inactive,CC(=O)N1N=C(c2ccc(-c3ccccc3)cc2)CC1c1ccc([N+](=O)[O-])cc1,385.4230000000001,4.959400000000004,0.0,4.0,2.8079904073463298
866,CHEMBL4167127,inactive,COc1ccc(C(=O)CCc2cc[n+](Cc3ccc(Cl)cc3)cc2C#N)cc1OC,421.90400000000017,4.380180000000004,0.0,4.0,5.0
868,CHEMBL3952144,active,Fc1ccc(C[n+]2ccc(CCNc3nc4ccc(F)cc4s3)cc2)cc1,382.45900000000006,4.564900000000003,1.0,3.0,6.570247719997592
870,CHEMBL131411,active,CCCCNC(=O)Oc1cccc(CN(CCCOc2ccc3c(=O)c4ccccc4oc3c2)C(C)C)c1,516.6380000000003,6.514200000000007,1.0,6.0,7.0
872,CHEMBL152260,active,N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCCC(O)C2)o1,370.45700000000016,0.4898599999999996,3.0,8.0,6.431798275933005
873,CHEMBL252380,active,CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccc(F)cc1)CCCC3,379.4350000000002,4.3820200000000025,1.0,5.0,6.149997413907539
874,CHEMBL4173190,inactive,CN1CCc2cc3c(cc2C12OCc1c(ccc4c1OCO4)C2=O)OCO3,367.35700000000014,2.1978,0.0,7.0,4.0
875,CHEMBL504323,inactive,COc1cc2c3cc1Oc1c(OC)c(OC)cc4c1[C@@H](Cc1ccc(O)c(c1)Oc1ccc(cc1)C[C@@H]3N(C)CC2)N(C)CC4,608.7349999999999,6.859400000000009,1.0,8.0,4.0
876,CHEMBL4743869,inactive,O=C1c2ccccc2C(=O)C12N1CSC[C@@H]1[C@@H](c1ccc(Cl)cc1)[C@@]21CSc2ccccc2C1=O,518.0590000000002,5.605100000000005,0.0,6.0,4.672028376376989
881,CHEMBL4757922,active,COc1cc2c(cc1O)CCC(C)(CC(=O)NCCCCCCCCCNc1c3c(nc4ccccc14)CCCC3)O2,573.7780000000001,7.260600000000007,3.0,6.0,7.2380721615794705
882,CHEMBL4792013,inactive,COc1cc(/C=C/C(=O)N2CCC(Cc3ccccc3)CC2)ccc1OC(=O)N(C)C,422.5250000000002,4.250100000000004,0.0,4.0,4.779891911959945
883,CHEMBL104553,active,c1ccc2c[n+](CCCCCCCCC[n+]3ccc4ccccc4c3)ccc2c1,384.56700000000006,5.998900000000007,0.0,0.0,7.397940008672037
884,CHEMBL4166513,active,COc1ccc2c(c1)CCC(Cc1cc[n+](Cc3cccc(Cl)c3)cc1C(C)=O)C2=O,434.9430000000001,4.874800000000005,0.0,3.0,7.1487416512809245
885,CHEMBL3983017,active,O=C1/C(=C/c2ccc(Br)cc2)CN(Cc2ccc3ccccc3c2)C/C1=C\c1ccc(Br)cc1,573.3280000000002,7.916700000000006,0.0,2.0,6.080921907623926
886,CHEMBL4162617,inactive,COc1cc2c(cc1OC)C(=O)C(Cc1cc[n+](Cc3ccc(S(N)(=O)=O)cc3)cc1C(N)=O)C2,496.5650000000003,1.3835999999999995,2.0,6.0,5.0
887,CHEMBL4209795,active,COc1cc(/C=C/C(=O)NCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OCc1nc(C)c(C)nc1C,637.8249999999999,7.226960000000008,2.0,8.0,6.964970717797632
889,CHEMBL3414597,active,COc1cc(N)c(Cl)cc1C(=O)CCC1CCN(CC2CC2)CC1,350.89000000000016,4.015700000000003,1.0,4.0,6.028260409112222
890,CHEMBL3960962,inactive,c1ccc(COc2ccc(CN3CCc4ccccc4C3)cc2)cc1,329.44300000000004,4.8239000000000045,0.0,2.0,3.6989700043360183
891,CHEMBL2380672,inactive,O=C1/C(=C/c2ccccc2F)CN(C(=O)[C@H]2C[C@H]3CCCN3[C@]23C(=O)Nc2cc(Cl)ccc23)C/C1=C\c1ccccc1F,600.0650000000003,5.828400000000006,1.0,4.0,4.5300307905000405
892,CHEMBL340599,inactive,O=C1CCN(Cc2ccccc2)C/C1=C\c1cn(C(=O)c2ccc(Cl)cc2)c2ccccc12,454.9570000000001,5.841600000000005,0.0,4.0,4.301029995663981
893,CHEMBL3937964,active,COc1ccc2nc(NCCc3cc[n+](Cc4ccc(F)cc4)cc3)sc2c1,394.49500000000006,4.434400000000004,1.0,4.0,6.651695136951839
894,CHEMBL4535585,active,Oc1ccc(CNc2c3c(nc4ccccc24)CCCC3)cc1O,320.3920000000001,4.136900000000003,3.0,4.0,7.0
895,CHEMBL3884618,active,O=S(=O)(c1ccccc1)n1ccc2c(N3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)cccc21,579.7700000000002,5.929500000000006,1.0,7.0,8.013228265733755
896,CHEMBL5176633,inactive,C=C1c2[nH]c3ccc(OC)cc3c2C2[C@@H](CC)C1CCN2C,296.414,4.222300000000003,1.0,2.0,3.5543957967264026
897,CHEMBL1980572,active,COc1cc([C@H]2OC[C@H]3[C@@H]2CO[C@@H]3c2cc(OC)c3c(c2)OCO3)cc(OC)c1OC,430.45300000000026,3.5249000000000024,0.0,8.0,6.337242168318426
898,CHEMBL448891,inactive,COc1cc2c(cc1OC)[C@@H]1Cc3ccc(O)c(OC)c3CN1CC2,341.4070000000001,3.073500000000001,1.0,5.0,3.6753060861382254
899,CHEMBL370807,active,O=C(CCCCCNc1c2c(nc3ccccc13)CCCC2)NCCc1c[nH]c2ccc(O)cc12,470.6170000000003,5.631700000000005,4.0,4.0,9.346787486224656
900,CHEMBL512758,inactive,CC1=C(C)S(=O)(=O)N(c2c(F)c(F)nc(F)c2F)C1=O,310.228,1.6083,0.0,4.0,4.0
901,CHEMBL5185868,active,O=C(COc1ccc(Cl)cc1[N+](=O)[O-])NCCN1CCN(Cc2ccccc2)CC1,432.9080000000002,2.561000000000001,1.0,6.0,9.096910013008056
902,CHEMBL3934564,inactive,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccc4cccc(O)c4n3)CC1)C2,446.54700000000025,4.614900000000004,1.0,6.0,4.525783735923745
903,CHEMBL1952054,inactive,CN(C)C(/C=N/O)=N\C1CCC1,169.22799999999995,0.959,1.0,3.0,3.6989700043360183
904,CHEMBL5404712,inactive,CN(C)CCCN1C(=O)CSC1c1cccnc1,265.382,1.6073,0.0,4.0,3.701146923590293
905,CHEMBL87373,active,COc1cc2cc(C(=O)CCc3cc[n+](CC4CC4)cc3)sc2cc1OC,382.50500000000005,4.431500000000004,0.0,4.0,6.958607314841775
906,CHEMBL1766145,inactive,FC(F)(F)c1ccc(CN2CCN(c3nccc(NCc4ccccc4)n3)CC2)cc1,427.47400000000016,4.429700000000003,1.0,5.0,4.540607512240769
907,CHEMBL1773482,active,CCN(CC)CCCOc1ccc(C(=O)c2ccc(CN(C)Cc3ccccc3)cc2)cc1,444.6190000000002,5.660300000000007,0.0,4.0,7.602059991327962
908,CHEMBL4632994,inactive,O=[N+]([O-])C1C(Cc2c[nH]cn2)NC2(c3ccccc3-c3nc4ccccc4nc32)C1c1ccco1,464.4850000000002,3.813500000000002,2.0,7.0,4.846490010699163
909,CHEMBL3577510,active,COc1ccccc1CN(C)CCCCOc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1,533.6210000000003,5.785400000000006,0.0,8.0,6.301029995663981
911,CHEMBL3233995,inactive,COc1cc(C(C#N)N2CCCC2)cc(OC)c1OC,276.336,2.3728800000000003,0.0,5.0,3.493494967595128
912,CHEMBL555641,active,CN(C)C(=O)Oc1ccc2c(c1)C(N)CC2,220.27199999999996,1.693,1.0,3.0,6.119186407719209
913,CHEMBL75127,active,O=C(CCC1CCN(Cc2ccccc2F)CC1)c1ccc2c(c1)NCCCC2,394.5340000000002,5.449000000000005,1.0,3.0,6.480172006224281
914,CHEMBL381499,active,O=C(CCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)NCCc1c[nH]c2ccccc12,503.0900000000004,6.969600000000005,3.0,3.0,10.0
915,CHEMBL4289104,inactive,CN(C)CCCOc1cccc(/C=C2\COc3ccccc3C2=O)c1,337.41900000000004,3.6758000000000015,0.0,4.0,4.589729035747816
918,CHEMBL196177,inactive,COc1cc2ccnc3c2c(c1OC)COC3(CCCO)OC,319.357,2.3539000000000003,1.0,6.0,3.863279432843593
920,CHEMBL61849,active,CCCCCCCNc1c2c(nc3ccc(C)cc13)CCCC2,310.4850000000002,5.804320000000005,1.0,2.0,6.4089353929735005
921,CHEMBL3786843,inactive,CN1Cc2cc(O)ccc2N(C)C1c1cccs1,260.362,3.0341000000000014,1.0,4.0,3.646276062411051
922,CHEMBL452339,active,CCN(CCCCCCn1c(=O)c(=O)n(CCCCCCN(CC)Cc2ccccc2OC)c2ccccc21)Cc1ccccc1OC,656.9120000000003,7.345400000000009,0.0,8.0,8.85078088734462
923,CHEMBL3586204,inactive,C[C@@]12CC[C@@H]3[C@](C)(CC[C@H](OC(=O)c4ccc(O)cc4)[C@]3(C)C(=O)O)[C@H]1CC[C@@H]1[C@@]3(C)CC[C@@H](O)[C@](C)(CO)[C@@H]3C[C@H](O)[C@@]1(O)C2,642.8300000000004,4.912700000000007,6.0,8.0,4.522878745280337
926,CHEMBL5077963,inactive,COc1ccc(C(=O)O[C@H]2C=C3[C@H]4CN(Cc5cc6c(cc54)OCO6)[C@H]3C[C@@H]2OC)cc1,435.4760000000002,3.2760000000000016,0.0,7.0,4.0
928,CHEMBL2019037,active,COc1cc(OC)c2c(=O)cc(C(=O)NCCCCCCCCCCNc3c4c(nc5ccccc35)CCCC4)oc2c1,585.7450000000002,7.199900000000008,2.0,7.0,8.638272163982407
929,CHEMBL4066548,active,COc1cc2c(cc1OC)C(=O)C(Cc1cc[n+](Cc3ccccc3Cl)cc1C(C)=O)C2,450.9420000000002,4.493300000000004,0.0,4.0,7.744727494896693
930,CHEMBL4205764,active,Cc1cc(=O)oc2cc(OCc3cc[n+](Cc4ccccc4F)cc3)ccc12,376.407,4.155320000000003,0.0,3.0,7.185086818724926
931,CHEMBL1770555,active,O=C1C=C(NCCCCCCNCc2ccc(-c3nc4ccccc4s3)cc2)C(=O)C=C1NCCCCCCNCc1ccc(-c2nc3ccccc3s2)cc1,783.0799999999998,9.339,4.0,10.0,6.515700160653214
933,CHEMBL5189021,active,CCCCCCCNC(=O)Oc1ccc(Cc2nc3cc(C(=O)N4CCCCC4)ccc3n2CCC(C)C)cc1,546.7560000000004,7.358100000000008,1.0,5.0,7.236572006437063
934,CHEMBL3910142,active,C#CCN(Cc1ccc2cccc(O)c2n1)C(C#N)CCC1CCN(Cc2ccccc2)CC1,452.6020000000004,4.960180000000005,1.0,5.0,7.5376020021010435
935,CHEMBL4445377,inactive,COc1ccc(C2=NN(C(C)=O)C(c3ccc(N4CCC(C)CC4)cc3)C2)cc1OC,421.5410000000003,4.637700000000004,0.0,5.0,4.111259039317107
936,CHEMBL572480,active,CCN(CCCCCCNC1=CC(=O)C(NCCCCCCNC(=O)CCCCC2CCSS2)=CC1=O)Cc1ccccc1OC,673.0020000000004,6.567000000000007,3.0,9.0,7.0
937,CHEMBL4168037,active,COc1ccc2c(c1)CCC(Cc1cc[n+](Cc3ccccc3F)cc1C(C)=O)C2=O,418.4880000000001,4.3605000000000045,0.0,3.0,7.366531544420414
938,CHEMBL3734787,inactive,CCOP1(=O)OC(C)=C(C(=O)OC)CCC1(F)F,284.19499999999994,3.066200000000002,0.0,5.0,4.0
940,CHEMBL1083065,active,COc1ccc2c(c1OC)C(=O)CC2CCC1CCN(Cc2ccccc2)CC1,393.52700000000016,5.066200000000006,0.0,4.0,8.096910013008056
941,CHEMBL2441671,active,COc1cc2c(cc1OC)C[N+](C)(CCCCCc1cccc(OC)[n+]1C)CC2,400.5630000000001,3.452600000000002,0.0,3.0,6.337242168318426
943,CHEMBL340427,active,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,446.5030000000001,4.565300000000004,1.0,6.0,9.522878745280336
944,CHEMBL4099794,active,COc1ccc2c(c1)CC(CC1C=CN(Cc3ccccc3C)C=C1C(C)=O)C2=O,401.5060000000002,4.867320000000005,0.0,4.0,6.0
945,CHEMBL136765,inactive,CC(=O)N(C)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](N(C)C)CC[C@]4(C)[C@H]3CC[C@]12C,400.6510000000003,5.362400000000005,0.0,2.0,4.70000006855703
946,CHEMBL141515,active,O=C1CCCCN1CCC1CCN(Cc2ccccc2)CC1,300.4460000000001,3.3012000000000024,0.0,2.0,6.568636235841013
947,CHEMBL4515881,active,O=C(CNc1ccc(F)cc1)Nc1ccc2oc(=O)ccc2c1,312.30000000000007,2.982700000000001,2.0,4.0,7.207608310501746
948,CHEMBL4761179,inactive,CCN(CC)C(=O)Oc1ccc(/C=C/C(=O)N2CCC(Cc3ccccc3)CC2)cc1OC,450.5790000000003,5.030300000000006,0.0,4.0,4.705533773838407
949,CHEMBL4289086,inactive,O=C(COc1ccc(I)cc1)NCCCN1CCCCC1,402.2760000000003,2.662200000000001,1.0,3.0,4.886056647693163
951,CHEMBL149026,inactive,C#CCCOC[n+]1ccn(C)c1/C=N/O,208.241,0.1180999999999999,1.0,4.0,4.838631997765025
952,CHEMBL5290940,active,Cc1ccc(-c2noc(-c3cccc(OCC4CCN(Cc5ccccc5Cl)CC4)c3)n2)cn1,474.9920000000002,6.051420000000006,0.0,6.0,6.2441251443275085
953,CHEMBL5427951,inactive,COc1cc(O)c2c(c1)C[C@@H]1c3c(cc4c(c3-2)OCO4)CC[N@+]1(C)[O-],341.3630000000001,2.894200000000001,1.0,5.0,3.5228787452803374
954,CHEMBL5415340,inactive,COc1cc(O)c2c(c1)C[C@@H]1c3c(cc4c(c3-2)OCO4)CC[N@@+]1(C)[O-],341.3630000000001,2.894200000000001,1.0,5.0,3.5228787452803374
956,CHEMBL94054,active,Cc1cc(-c2ccccc2)n[nH]c1=NCCC1CCN(Cc2ccccc2)CC1,386.5430000000001,4.588120000000004,1.0,3.0,6.494850021680094
957,CHEMBL3819220,active,COc1ccc2c(c1)C(=O)/C(=C/C1CCN(Cc3ccccc3)CC1)C2,347.4580000000001,4.272600000000004,0.0,3.0,6.465973893943865
958,CHEMBL2237994,active,Nc1cc(-c2ccc(Cl)cc2)nc2nc(-c3ccccc3)cc(C(F)(F)F)c12,399.80300000000005,6.218200000000003,1.0,3.0,6.2839966563652006
960,CHEMBL308093,active,O=C(CCC1CCN(Cc2cccc(F)c2)CC1)c1ccc2c(c1)NCCCC2,394.5340000000002,5.449000000000005,1.0,3.0,6.838631997765025
961,CHEMBL470907,active,CCN(Cc1ccccc1)Cc1ccc(C(=O)c2ccc(OC)c(OC)c2)cc1,389.4950000000001,4.9569000000000045,0.0,4.0,6.2441251443275085
962,CHEMBL4065799,inactive,COc1cc(/C=C/C(=O)Nc2ccccc2)ccc1OCCCN(C)C,354.4500000000002,3.677600000000002,1.0,4.0,4.470313046227084
964,CHEMBL403260,active,CCN(CCCCCC(=O)Nc1ccc(-c2ccc(NC(=O)CCCCCN(CC)Cc3ccccc3OC)cc2)cc1)Cc1ccccc1OC,706.9720000000003,9.412800000000002,2.0,6.0,7.440093374963888
966,CHEMBL3216886,active,COc1cc2c(cc1OC)C(=O)C(CC1CCN(CCCNc3c4c(nc5ccccc35)CCCC4)CC1)C2,527.7090000000004,6.090100000000007,1.0,6.0,9.05551732784983
967,CHEMBL5398025,inactive,C#CCN(CCc1ccc(O)cc1)Cc1cccc(OC)c1OCc1ccccc1,401.50600000000014,4.657700000000005,1.0,4.0,5.0
968,CHEMBL3921061,active,CN(C)C(=O)Oc1cccc(C(=O)/C=C/c2ccc(O)cc2)c1,311.337,3.348700000000002,1.0,4.0,6.060480747381382
970,CHEMBL2011488,active,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCNc4c5c(nc6ccccc46)CCCC5)c3C(C1)C2,593.2590000000002,10.175799999999994,2.0,4.0,8.860120913598763
971,CHEMBL369661,active,Nc1c2c(nc3c(Cl)cccc13)CCCC2,232.714,3.349200000000001,1.0,2.0,7.161780778092374
974,CHEMBL1257413,inactive,CCCCCCCCCCCCCNc1c2c(nc3ccc(OC)cc13)CCCC2,410.6460000000002,7.845100000000007,1.0,3.0,4.0
975,CHEMBL154848,active,COc1cc2c(cc1OC)C(=O)C(C)C2,206.241,2.0787,0.0,3.0,6.42021640338319
976,CHEMBL575674,active,CCC1=CC2Cc3nc4cc(Cl)ccc4c(NCCn4cc(CCCCCCN5CCc6cc(OC)c(OC)cc6C5c5cccc([N+](=O)[O-])c5)nn4)c3C(C1)C2,790.4090000000002,9.653899999999998,1.0,10.0,8.224753740259764
977,CHEMBL5266237,active,Cc1ccc(-c2noc(-c3cccc(OCC4CCN(Cc5ccccc5F)CC4)c3)n2)cn1,458.5370000000002,5.537120000000005,0.0,6.0,6.537602002101044
978,CHEMBL1288825,inactive,COc1cc2c(cc1OC)C(=O)C1(C2)C(c2ccccc2Cl)C(c2ccccc2)NC12C(=O)Nc1ccc(Cl)cc12,585.4870000000001,6.711700000000006,2.0,5.0,4.913640169325252
979,CHEMBL4164186,active,O=C(Nc1cc(Cl)nc(Cl)c1)OCCCCCNCc1c[nH]c2ccccc12,421.32800000000015,5.378300000000003,3.0,4.0,6.188424994129407
980,CHEMBL4284047,active,Cn1c2nc3ccccc3c-2c(NCCCCCCNc2c3c(nc4ccccc24)CCCC3)c2ccccc21,527.7160000000002,8.342700000000004,2.0,5.0,8.903089986991944
982,CHEMBL143055,active,CCN(CCCCCC(=O)N(CCCCCCCCN(C(=O)CCCCCN(CC)Cc1ccccc1OC)C(C)C)C(C)C)Cc1ccccc1OC,751.1540000000001,9.983199999999998,0.0,6.0,7.739928612014925
983,CHEMBL87959,active,COc1cc2cc(C(=O)CCC3CC[N+](C)(CCOc4ccccc4)CC3)sc2cc1OC,468.6390000000002,5.817000000000006,0.0,5.0,6.4089353929735005
986,CHEMBL367795,active,CCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCOC1N2C,276.336,2.2488,1.0,4.0,7.086186147616283
987,CHEMBL381926,active,CCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCO[C@@H]1N2C,276.336,2.2488,1.0,4.0,7.086186147616283
988,CHEMBL3585779,active,COc1cccc(OC)c1C(C)NS(=O)(=O)NC(=O)OCc1ccccc1,394.4490000000001,2.5256000000000007,2.0,6.0,10.571055709964426
989,CHEMBL219569,active,COc1cc(C(=O)NCCCCCCC(=O)NNc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC,534.6570000000004,4.9630000000000045,3.0,7.0,8.247951552180561
990,CHEMBL5411397,inactive,CCOc1ccc(Cc2nc3cc(OC(=O)N(C)CC)ccc3n2CCC(C)C)cc1,423.5570000000002,5.5224000000000055,0.0,5.0,4.6020599913279625
991,CHEMBL5078674,inactive,COc1cccc(C(=O)O[C@H]2C=C3[C@H]4CN(Cc5cc6c(cc54)OCO6)[C@H]3C[C@@H]2OC)c1,435.4760000000002,3.2760000000000016,0.0,7.0,4.0
993,CHEMBL5417185,inactive,COc1cccc(CN(CCCCc2ccccc2)CCCC(C)C)c1OCc1ccccc1,459.67400000000026,7.535300000000008,0.0,3.0,5.0
995,CHEMBL4215217,active,COc1ccc(Cn2cc(C(=O)NCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)c(=O)c3ccccc32)cc1,567.0890000000004,5.980700000000005,2.0,6.0,7.127843727251707
996,CHEMBL1783520,active,CC(C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)C)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)CS1,500.7930000000003,5.675400000000007,1.0,5.0,7.221848749616356
997,CHEMBL4168299,inactive,CO[C@H]1O[C@@](C)(c2nccc3cc4c(cc23)OCO4)c2ccc3c(c21)OCO3,379.36800000000017,3.630900000000002,0.0,7.0,4.548213564475709
998,CHEMBL4164862,inactive,CO[C@@H]1O[C@@](C)(c2nccc3cc4c(cc23)OCO4)c2ccc3c(c21)OCO3,379.36800000000017,3.630900000000002,0.0,7.0,4.0
999,CHEMBL4160394,inactive,CO[C@@H]1O[C@](C)(c2nccc3cc4c(cc23)OCO4)c2ccc3c(c21)OCO3,379.36800000000017,3.630900000000002,0.0,7.0,4.0
1000,CHEMBL4175494,inactive,CO[C@H]1O[C@](C)(c2nccc3cc4c(cc23)OCO4)c2ccc3c(c21)OCO3,379.36800000000017,3.630900000000002,0.0,7.0,4.0
1001,CHEMBL3585781,active,COc1ccc(C(C)NS(N)(=O)=O)cc1,230.289,0.5493000000000001,2.0,3.0,10.571055709964426
1002,CHEMBL1783526,active,CC(C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)CCc6ccccc6)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)CS1,590.9180000000002,7.28830000000001,1.0,5.0,7.698970004336019
1004,CHEMBL3632990,active,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NCCCCNc1c3c(nc4cc(Cl)ccc14)CCCC3)O2,536.1160000000003,6.490060000000006,3.0,5.0,6.823908740944319
1006,CHEMBL3220507,inactive,Cc1ccc(C(=O)Nc2cc3cc(C)ccc3oc2=O)cc1,293.322,3.6621400000000017,1.0,3.0,4.383314479104488
1009,CHEMBL4852686,active,COc1ccc2[nH]cc(CCNC(=O)Cn3cc(CCCCN4CC[C@@]56C=C[C@H](O)C[C@@H]5Oc5c(OC)ccc(c56)C4)nn3)c2c1,626.7580000000002,3.683700000000002,3.0,9.0,7.638272163982407
1011,CHEMBL315515,active,COc1cc2cc(C(=O)CCC3CC[N+](C)(CC4CCCCO4)CC3)sc2cc1OC,446.6330000000003,5.3071000000000055,0.0,5.0,7.552841968657781
1012,CHEMBL5424979,inactive,CCCN(CCCc1ccccc1F)Cc1cccc(OC)c1OCc1ccccc1,421.5560000000002,6.258100000000007,0.0,3.0,5.0
1013,CHEMBL4537101,active,COc1c(C(=O)CCC2CCN(CC3CCCCC3)CC2)cc(Cl)c2[nH]ccc12,416.99300000000005,6.085100000000007,1.0,3.0,7.039053804266168
1014,CHEMBL3356530,active,O=C1C=C(NCCNc2c3c(nc4ccccc24)CCCC3)C(=O)c2ccccc21,397.4780000000002,4.078200000000003,2.0,5.0,7.844663962534938
1016,CHEMBL3752926,active,COc1cccc2cc(C(=O)NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)oc12,485.6280000000002,6.660800000000006,2.0,5.0,7.354577730650908
1017,CHEMBL326308,inactive,CCCCCCCCCN(Cc1ccccc1OC)C(=O)CCCCCNCc1ccc(-c2ccc(-c3ccc(CNCCCCCC(=O)NCc4ccccc4OC)cc3)cc2)cc1,881.2589999999999,12.433599999999988,3.0,6.0,4.800000052738446
1018,CHEMBL2088782,active,N#Cc1c(N)nc(NCCCCC2CCN(Cc3ccccc3)CC2)c(C#N)c1-c1ccccc1,464.6170000000002,5.568560000000006,2.0,6.0,6.920818753952375
1019,CHEMBL5208032,active,CN(CCCOc1ccc([N+](=O)[O-])cc1)C(=O)c1cnc(CC(=O)c2ccc3c(c2)OCO3)nc1,478.4610000000003,3.080000000000001,0.0,9.0,6.00436480540245
1020,CHEMBL5272549,inactive,CC1c2[nH]c3ccccc3c2CCN1C(=O)/C=C/c1ccc(O)c(O)c1,348.402,3.738200000000004,3.0,3.0,4.6777807052660805
1021,CHEMBL4635686,inactive,CN(C)C(=O)Oc1cccc(C(O)CNC2CCCCC2)c1,306.40600000000006,2.702700000000001,2.0,4.0,3.1012748184105066
1022,CHEMBL4284475,active,CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3ccc(F)cc3)CC2)cc(C(C)(C)C)c1O,494.6950000000003,6.558000000000008,2.0,3.0,6.008773924307505
1023,CHEMBL1202929,inactive,COc1ccc(C2SCC(=O)N2CCCN(C)C)cc1,294.42,2.2209000000000003,0.0,4.0,3.6989700043360183
1024,CHEMBL545801,active,C#CCNC1CCc2ccc(OC(=O)N(C)c3ccc(OC)cc3)cc21,350.41800000000006,3.5405000000000024,1.0,4.0,6.0655015487564325
1025,CHEMBL122834,active,CCc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,365.47700000000015,4.229000000000004,1.0,4.0,8.0
1026,CHEMBL115697,inactive,Nc1c2c(nc3ccccc13)-c1ccccc1NCC2,261.32800000000003,3.452000000000001,2.0,3.0,4.158640529545145
1030,CHEMBL305670,active,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN[C@@H]1N2C,261.325,1.4317,2.0,4.0,7.638272163982407
1031,CHEMBL74089,active,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCNC1N2C,261.325,1.4317,2.0,4.0,7.67778070526608
1034,CHEMBL4210316,active,Cc1cccc(C(=O)N2Cc3cc(NC(=O)c4cccc(Cl)c4)ccc3CC2=O)c1,418.8800000000001,4.625820000000004,1.0,3.0,10.841336019186013
1036,CHEMBL4467520,active,Cc1ccc2[nH]c3c(c2c1)CN(CCCCCN1CCc2[nH]c4ccc(C)cc4c2C1)CC3,440.6350000000002,5.852740000000006,2.0,2.0,6.709965388637482
1040,CHEMBL1766019,inactive,CC(C)N1CCN(c2nccc(NCc3ccccc3)n2)CC1,311.4330000000001,2.6191000000000004,1.0,5.0,4.6020599913279625
1042,CHEMBL306175,active,O=C(CCC1CCN(Cc2ccccc2Cl)CC1)c1ccc2c(c1)CCN2,382.9350000000002,5.183100000000005,1.0,3.0,7.119186407719209
1043,CHEMBL488590,active,CCN(CCCCCCN1C(=O)c2cccc3cccc(c23)C1=O)Cc1ccccc1OC,444.5750000000003,5.526900000000006,0.0,4.0,7.2716462179787715
1045,CHEMBL5265814,active,O=C1CC2CCc3ccsc3C2=NN1CCCCN1CCN(Cc2ccccc2)CC1,436.6250000000003,3.844900000000002,0.0,5.0,6.121478204498794
1048,CHEMBL4756653,inactive,CCCCCCCCCCCCCCCCc1cc[n+](C)cc1C(=O)[O-],361.5700000000001,4.898400000000004,0.0,2.0,2.585026652029182
