,molecule_chembl_id,bioactivity_class,canonical_smiles,MW,LogP,NumHDonors,NumHAcceptors,pIC50
1,CHEMBL5188500,active,CC(=O)N1N=C(c2ccc(-c3ccccc3)cc2)CC1c1ccc2c(c1)OCO2,384.4350000000002,4.779900000000004,0.0,4.0,6.005243055412372
2,CHEMBL491358,active,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(OC)c(OC)c1)CCCC3,423.5130000000003,3.9543000000000026,2.0,7.0,7.346787486224656
3,CHEMBL5199361,active,CN1CCN(c2c3c(nc4ccc([N+](=O)[O-])cc24)CCCC3)CC1,326.4000000000002,2.773600000000001,0.0,5.0,6.610833915635467
5,CHEMBL1098479,inactive,C[C@H](CC[C@@H](O)C(C)(C)O)[C@H]1CC[C@@]2(C)C3=CC[C@H]4C(C)(C)C(=O)CC[C@]4(C)C3=CC[C@]12C,456.7110000000003,6.628900000000008,2.0,3.0,4.6006724678413216
6,CHEMBL392385,inactive,CN(C(=O)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1)c1cccc(Cl)c1,422.7900000000001,6.181300000000004,0.0,4.0,4.301029995663981
12,CHEMBL1257412,inactive,CCCCCCCCCCCCCCNc1c2c(nc3ccc(OC)cc13)CCCC2,424.6730000000002,8.235200000000008,1.0,3.0,4.337242168318426
13,CHEMBL3415565,active,O=C1c2ccccc2C(=O)N1CCCCCCCNCc1ccccc1F,368.452,4.162000000000004,1.0,3.0,6.482804102050026
14,CHEMBL372491,active,COc1cc2cc(C(=O)C3CCC[N+](C)(CC4CCCCO4)CC3)sc2cc1OC,432.6060000000003,4.917000000000005,0.0,5.0,7.552841968657781
15,CHEMBL4063663,inactive,COc1cc(/C=C/C(=O)Nc2ccccc2)ccc1OCCCCN1CCCC1,394.5150000000004,4.601900000000004,1.0,4.0,4.613501034449347
16,CHEMBL4205651,active,O=C(CNCc1ccccc1F)Nc1ccc2nc3n(c(=O)c2c1)CCC3,366.3960000000002,2.2101,2.0,5.0,6.277366077466188
17,CHEMBL4292192,inactive,CCN(CC)c1ccc(/C=C/c2cc(N3CCCCC3)c3ccccc3n2)cc1,385.55500000000006,6.241700000000006,0.0,3.0,4.193141970481182
19,CHEMBL5273978,active,Cc1cccc(C(=O)N2Cc3ccc(N4C(=O)c5ccccc5C4=O)cc3CC2=O)c1,410.4290000000002,3.5207200000000016,0.0,4.0,7.593800576336688
20,CHEMBL4580216,active,S=C(NNc1c2c(nc3ccccc13)CCCC2)Nc1ccccc1,348.475,4.427100000000003,3.0,3.0,6.214670164989233
24,CHEMBL4634371,inactive,COc1c2c(cc3c1OCO3)[C@]13C=C[C@H](OC)C[C@@H]1[N@](C2)C[C@H]3OC(=O)c1ccco1,425.4370000000002,2.6530000000000014,0.0,8.0,4.0
26,CHEMBL3623554,active,CC(C)(C)c1cccc(C(=O)C(F)F)c1,212.23899999999995,3.4319000000000024,0.0,1.0,8.21824462534753
28,CHEMBL195241,active,Cc1c(N2CCN(C)CC2)nc2ccccc2c1C(=O)NCCCCCCCNc1c2c(nc3ccccc13)CCCC2,578.8050000000002,6.514420000000007,2.0,6.0,8.387216143280265
29,CHEMBL14638,inactive,O=C(c1ccc(OCCCc2c[nH]cn2)cc1)C1CC1,270.33200000000005,3.014000000000001,1.0,3.0,4.064996848546345
30,CHEMBL4878578,inactive,Clc1ccc(CN2CCC(c3cc4ccccc4o3)CC2)cc1,325.8390000000001,5.465800000000004,0.0,2.0,4.0063433713845376
31,CHEMBL1195259,inactive,C#CCNC1CCc2c(OC(=O)N(C)C)cccc21,258.321,1.9571,1.0,3.0,4.0655015487564325
33,CHEMBL1083064,active,CNC(=O)Oc1cccc(-c2cn3ccccc3[n+]2C)c1,282.32300000000004,2.149,1.0,3.0,6.455931955649724
34,CHEMBL542749,inactive,CCN(C)C(=O)Oc1cccc2c1C(N)CC2,234.29899999999995,2.0831,1.0,3.0,4.978810700930062
35,CHEMBL1929421,active,C#CCN(C)Cc1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2n1C,443.63500000000016,5.314500000000006,0.0,4.0,6.42021640338319
36,CHEMBL136719,inactive,CC(=O)Oc1cccc([N+](C)(C)C)c1C,208.28099999999995,2.11702,0.0,2.0,4.388999985463252
37,CHEMBL502,active,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,379.50000000000017,4.361100000000004,0.0,4.0,8.63264407897398
38,CHEMBL2234518,inactive,CC1(C)CC(=O)C2=C(C1)Oc1nc3c(c(N)c1[C@H]2c1ccccc1C(F)(F)F)CCCC3,442.48100000000017,5.728900000000005,1.0,4.0,4.750000100140428
39,CHEMBL2425418,inactive,NC(=S)NNC=C1C(=O)NC(=O)NC1=O,229.221,-2.4259000000000004,5.0,5.0,3.9240517753559647
40,CHEMBL383663,active,O=C(CCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)NCCc1c[nH]c2ccccc12,489.0630000000004,6.579500000000005,3.0,3.0,14.30102999566398
41,CHEMBL4286799,active,O=C(NCCC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2ccccc2o1,390.4830000000002,3.8251000000000026,1.0,4.0,6.958607314841775
42,CHEMBL4439928,inactive,CC(C)Cc1ccc(C(C)C(=O)NS(=O)(=O)c2ccc(N)cc2)cc1,360.479,3.0759000000000007,2.0,4.0,3.221848749616356
44,CHEMBL1669481,inactive,c1ccc2c[n+](CCC[n+]3ccc4ccccc4c3)ccc2c1,300.40500000000003,3.6583000000000014,0.0,0.0,3.350665141287858
45,CHEMBL2323351,inactive,COc1ccc(/C=N/NC(=O)CN2CCN(Cc3ccccc3)CC2)cc1OC,396.4910000000001,1.9717,1.0,6.0,4.090979145788844
46,CHEMBL101518,active,CN(CCOCCNC(=S)NC(=O)c1ccc(Cl)cc1)Cc1ccccc1,405.95100000000014,3.092900000000002,2.0,4.0,7.522878745280337
48,CHEMBL4170331,active,CC(=O)c1c[n+](Cc2cccc(Cl)c2)ccc1CC1Cc2cc(O)ccc2C1=O,406.8890000000002,4.181700000000004,1.0,3.0,6.933674074637962
49,CHEMBL367571,active,COC1=CC(=O)[C@]2(C)[C@]3(O)Cc4c(cc(-c5cc(OC)c(OC)c(OC)c5)oc4=O)O[C@]3(C)CC[C@]2(O)C1(C)C,556.6080000000004,3.4277000000000024,2.0,10.0,6.376750709602099
50,CHEMBL4520568,inactive,N[C@@H](Cn1cc(-c2ccccc2)nn1)C(=O)NCC1CCN(Cc2ccccc2)CC1,418.5450000000002,2.3008,2.0,6.0,5.0
51,CHEMBL5082773,active,COC(=O)c1c(O)cccc1CCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,495.0630000000003,7.254400000000006,2.0,5.0,8.55129368009492
52,CHEMBL4753561,inactive,Cc1cc(/C=N/O)c(O)c(CNc2ccc(S(=O)(=O)Nc3nccs3)cc2)c1,418.50000000000006,3.378120000000001,4.0,8.0,2.2882771081727653
53,CHEMBL1952050,inactive,CC(C)CC/N=C(/C=N/O)N(C)C,185.271,1.4526,1.0,3.0,4.769551078621726
55,CHEMBL3642046,active,CC(=O)NCCc1c[nH]c2ccc(OC(=O)NCCCNc3c4c(nc5ccccc35)CCCC4)cc12,499.6150000000004,4.864100000000004,4.0,5.0,6.569151260487084
56,CHEMBL4750278,active,CCOC(=O)c1c(C)nc(N2CCN(S(=O)(=O)c3ccc(N)cc3)CC2)nc1-c1ccc(OC)c(OC)c1,541.6300000000003,2.739020000000001,1.0,10.0,7.167363372403297
57,CHEMBL5289994,active,COc1ccc(C(=O)N2Cc3ccc(N4C(=O)c5ccccc5C4=O)cc3CC2=O)cc1,426.42800000000017,3.220900000000002,0.0,5.0,7.086981316252039
58,CHEMBL4795221,inactive,O=C(CN1CCN(C(=O)c2ccc(Br)cc2)CC1)N1CCN(CCCc2c[nH]c3ccc(F)cc23)CC1,570.5070000000003,3.604300000000002,1.0,4.0,4.404503778174426
59,CHEMBL308503,inactive,CN1CC[C@@]2(C)c3cc(OC(=O)NC(C)(C)C)ccc3N(C)[C@@H]12,317.43300000000005,2.942600000000001,1.0,4.0,4.494850021680094
61,CHEMBL3415560,active,O=C1c2ccccc2C(=O)N1CCCCCCCNCc1ccccc1,350.46199999999993,4.022900000000003,1.0,3.0,6.518557371497695
64,CHEMBL134342,inactive,O=C(O)CCCC[C@@H]1CCSS1,206.332,2.7851000000000017,1.0,3.0,3.0
66,CHEMBL3410952,active,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NCCCCNc1c3c(nc4ccccc14)CCCC3)O2,501.6710000000004,5.836660000000005,3.0,5.0,6.271646217978772
67,CHEMBL445124,inactive,O=C1CCN(Cc2ccccc2)C/C1=C\c1cn(Cc2ccccc2)c2ccccc12,406.5290000000001,5.548000000000005,0.0,3.0,4.0
68,CHEMBL105257,active,c1ccc2c(c1)ccc[n+]2CCCCCCCCCCC[n+]1cccc2ccccc21,412.621,6.779100000000006,0.0,0.0,8.0
69,CHEMBL1783518,active,CC(C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)Cc6ccc(C(F)(F)F)cc6)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)CS1,644.8879999999999,8.264600000000009,1.0,5.0,8.522878745280337
70,CHEMBL74809,active,O=C(CCC1CCN(Cc2cccc(Cl)c2)CC1)c1ccc2c(c1)CCN2,382.9350000000002,5.183100000000005,1.0,3.0,7.229147988357855
71,CHEMBL418917,active,CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3NC12,323.396,3.6423000000000014,2.0,4.0,7.38933983691012
73,CHEMBL205895,active,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCO[C@@H]1N2C,338.4070000000001,4.059820000000003,1.0,4.0,7.886056647693163
74,CHEMBL362049,active,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCOC1N2C,338.4070000000001,4.059820000000003,1.0,4.0,7.886056647693163
75,CHEMBL205335,active,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@@]1(C)CCO[C@H]1N2C,338.4070000000001,4.059820000000003,1.0,4.0,6.847711655616943
78,CHEMBL4162043,inactive,CO[C@@H]1C=C[C@@]23c4cc5c(cc4C[N@@+]([O-])(CCc4ccccc4)[C@@H]2C(=O)N(C)[C@H]3C1)OCO5,448.5190000000002,2.908100000000001,0.0,5.0,3.6989700043360183
79,CHEMBL25524,inactive,C[C@]12CC[C@H](O)[C@@](C)(CO)C1C[C@H](O)[C@@]1(C)Oc3cc(-c4ccccn4)oc(=O)c3C(=O)C21,455.5070000000002,2.1922,3.0,8.0,3.995678626217357
80,CHEMBL449941,active,CCN(CCCCCCN1CCN(CCCCCCN(CC)Cc2ccccc2OC)C1=O)Cc1ccccc1OC,580.8580000000003,6.906200000000008,0.0,5.0,7.140261433802853
81,CHEMBL506588,inactive,Cc1cccc(C(=O)c2c(-c3ccc(OCCCCCCCN(C)Cc4ccccc4)cc3)oc3ccccc23)c1,545.7230000000003,9.10052,0.0,4.0,3.896196279044043
82,CHEMBL3093795,active,c1cc[n+](CCCCCCCC[n+]2ccc3ccccc3c2)cc1,320.48,4.455600000000004,0.0,0.0,6.853871964321762
83,CHEMBL4073401,inactive,COc1ccccc1NC(=S)NCCN1CCCCC1,293.4360000000001,2.4675,2.0,3.0,4.494850021680094
84,CHEMBL5265846,active,CCN(C)C(=O)Oc1ccc2c(c1)C=CC(C)N(C)C2CCOc1ccc([N+](=O)[O-])cc1,439.5120000000002,4.902600000000005,0.0,6.0,7.853871964321762
85,CHEMBL5082296,inactive,CO[C@H]1C[C@H]2C(=C[C@@H]1OC(=O)c1ccccc1[N+](=O)[O-])[C@H]1CN2Cc2cc3c(cc21)OCO3,450.44700000000034,3.175600000000002,0.0,8.0,4.0
87,CHEMBL3597055,inactive,COC(=O)C1=C(Nc2ccc(F)cc2)C[C@@H](c2ccccc2)N(c2ccc(F)cc2)[C@@H]1c1ccccc1,496.5570000000001,7.196700000000005,1.0,4.0,1.820448208834812
88,CHEMBL357987,inactive,CC#CC(C)(C)OC[n+]1ccn(C)c1/C=N/O,236.295,0.8966999999999998,1.0,4.0,3.7569619513137056
89,CHEMBL3916769,active,COc1ccc(/C=C/C(=O)NCCC2CCN(Cc3ccccc3)CC2)c(OC)c1,408.54200000000014,4.135500000000004,1.0,4.0,6.200659450546418
90,CHEMBL393621,active,CC(C)C1=N[C@H]2CC=C3CC4C(=O)C[C@]5(C)[C@@H]([C@H](C)N(C)C)[C@H](O)C[C@@]5(C)[C@@H]4CC[C@H]3[C@]2(C)CO1,484.7250000000003,5.124900000000006,1.0,5.0,6.52432881167557
92,CHEMBL3093800,active,c1cc[n+](CCCCCCCC[n+]2cccc3ccccc32)cc1,320.48,4.455600000000004,0.0,0.0,6.568636235841013
93,CHEMBL422098,inactive,CC(=O)N[C@H]1CC[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H]([C@H](C)N(C)C)CC[C@@H]32)C1,388.64000000000016,5.100100000000006,1.0,2.0,4.159999981744464
94,CHEMBL275224,inactive,c1ccc2c(c1)[nH]c1cnccc12,168.19899999999998,2.7161,1.0,1.0,4.3979400086720375
95,CHEMBL363535,inactive,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c(C)cccc12,276.291,4.095640000000003,0.0,3.0,4.301029995663981
97,CHEMBL148882,active,CC(c1cccc(OC(=O)N(C)C)c1)N(C)C,236.315,2.369600000000001,0.0,3.0,7.522878745280337
98,CHEMBL4790545,active,COc1ccc2cc(C(=O)NCCC3CCN(Cc4ccccc4)CC3)ccc2c1,402.5380000000001,4.880500000000005,1.0,3.0,6.769551078621726
99,CHEMBL2332975,inactive,O=C1/C(=C/c2ccccc2F)CN(C(=O)C[C@H]2C[C@H]3CCCN3[C@]23C(=O)Nc2ccccc23)C/C1=C\c1ccccc1F,579.6470000000004,5.5651000000000055,1.0,4.0,4.463820467862774
100,CHEMBL74340,active,Cc1cccc(CN2CCC(CCC(=O)c3ccc4c(c3)NCCCC4)CC2)c1,390.57100000000025,5.618320000000005,1.0,3.0,6.649751981665837
101,CHEMBL399121,inactive,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O,302.28200000000004,2.518500000000001,3.0,6.0,2.606231819841255
102,CHEMBL512569,inactive,O=C1C2=C(CCCC2)S(=O)(=O)N1c1ccncc1,264.306,1.5861,0.0,4.0,4.0
103,CHEMBL3828631,active,CN(CCCOc1ccc2cc(-c3ccccc3)c(=O)oc2c1)Cc1cccc(OC(=O)NCCCCCc2ccccc2)c1,604.7470000000004,7.862300000000008,1.0,6.0,6.903089986991944
104,CHEMBL4778694,inactive,O=c1[nH]c2cc(Cl)ccc2n1C1CCN(Cc2cc(Cl)cc(/C=N/O)c2O)CC1,435.3110000000001,3.9872000000000014,3.0,6.0,2.3821612522829967
107,CHEMBL4745075,inactive,COc1cc(/C=C/C(=O)N2CCc3ccccc3C2)ccc1OC(=O)N(c1ccccc1)c1ccccc1,504.5860000000001,6.630400000000006,0.0,4.0,4.515700160653214
108,CHEMBL4786778,inactive,COc1ccc(C(=O)N2CCN(CC(=O)N3CCN(CCCc4c[nH]c5ccc(OC)cc45)CC3)CC2)cc1,533.6730000000005,2.7199000000000018,1.0,6.0,4.301029995663981
109,CHEMBL1995010,active,Cc1ccc(S(=O)(=O)SCc2ccccc2)cc1,278.398,3.6171200000000026,0.0,3.0,6.286173575619475
110,CHEMBL5169781,active,O=C(COc1ccc(Cl)cc1)NCCN1CCN(Cc2ccccc2)CC1,387.9110000000001,2.652800000000001,1.0,4.0,6.723538195826756
111,CHEMBL582883,active,C[C@@H]1CCC[C@H](C)N1S(=O)(=O)c1cc(Cl)ccc1Cl,322.25700000000006,3.945000000000004,0.0,2.0,7.045757490560675
113,CHEMBL4779440,inactive,Brc1ccc([N+]2=Cc3ccccc3CC2)cc1,287.18,3.768300000000002,0.0,0.0,4.978810700930062
114,CHEMBL375077,inactive,COc1ccc2c(c1)c1ccnc(C)c1n2C,226.279,3.043520000000001,0.0,3.0,4.928117992693875
115,CHEMBL192682,active,O=C(CCCCC1CCSS1)NCCNc1c2c(nc3ccccc13)CCCC2,429.6550000000003,5.355800000000004,2.0,5.0,7.013228265733755
116,CHEMBL4164310,inactive,Nc1c2c(nc3c1C(c1cccc([N+](=O)[O-])c1)NC(=S)N3)CCCC2,355.4230000000002,2.840200000000001,3.0,5.0,4.525783735923745
118,CHEMBL307721,active,C=CCN1CC[C@@]2(C)c3cc(OC(=O)NC)ccc3N(C)[C@@H]12,301.39000000000004,2.3301000000000007,1.0,4.0,7.494850021680094
119,CHEMBL3335059,inactive,COc1cccc(CC2CCN(CCOc3ccc4c(c3)oc(=O)c3ccccc34)CC2)c1,443.5430000000002,5.288300000000005,0.0,5.0,4.533132379645891
120,CHEMBL4467130,active,O=C(CNc1ccc2oc(=O)ccc2c1)N1CCN(c2ccccc2)CC1,363.4170000000001,2.553700000000001,1.0,5.0,7.096910013008056
122,CHEMBL140403,inactive,C=CCCC[N+](C)(C)C,128.23899999999998,1.6588,0.0,0.0,2.9470000017962272
123,CHEMBL3827058,active,COc1ccc(-c2cc3cc(OCCCN(C)Cc4cccc(OC(=O)NCCCCCc5ccccc5)c4)ccc3oc2=O)cc1,634.7730000000004,7.8709000000000096,1.0,7.0,6.747146969020107
125,CHEMBL3943261,inactive,COc1cccc2c1C=[N+](c1cccc(C(F)(F)F)c1)CC2,306.3070000000001,4.033200000000003,0.0,1.0,5.0
126,CHEMBL3642040,active,CC(=O)NCCc1c[nH]c2ccc(OC(=O)NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)cc12,555.7230000000003,6.424500000000006,4.0,5.0,7.471468939364589
128,CHEMBL543546,inactive,CC(C)N(CCS/C(=N\O)C(=O)c1ccc(Cl)cc1)C(C)C,342.89200000000005,4.1624000000000025,1.0,5.0,3.4814860601221125
129,CHEMBL3970993,inactive,COc1cccc2c1C=[N+](c1ccccc1Cl)CC2,272.75500000000005,3.6678000000000015,0.0,1.0,5.0
130,CHEMBL4076930,active,COc1cc2c(cc1OC)C(=O)C(Cc1cc[n+](Cc3ccccc3C)cc1C(N)=O)C2,431.5120000000002,3.044620000000001,1.0,4.0,6.168770306132936
131,CHEMBL5280671,inactive,COc1cc(O)cc(-c2cc3ccc(O)c(C/C=C(\C)CCC=C(C)C)c3o2)c1CC=C(C)C,460.6140000000004,8.263500000000006,2.0,4.0,3.6989700043360183
133,CHEMBL4069776,active,CCN(CCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1OC,366.4610000000002,3.5935000000000024,0.0,4.0,6.552841968657781
134,CHEMBL128863,active,CCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,460.53000000000014,4.9554000000000045,1.0,6.0,7.886056647693163
135,CHEMBL5174183,active,O=C(CN1CCN(Cc2ccccc2)CC1)Nc1n[nH]c2ncccc12,350.42600000000004,1.714199999999999,2.0,5.0,6.521433504406157
136,CHEMBL4760288,active,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCCc1cn(CCNc2c3c(nc4ccccc24)CCCC3)nn1,651.797,5.055400000000004,3.0,11.0,6.774690718274137
137,CHEMBL90264,active,CCc1cc(=NCCC2CCN(Cc3ccccc3)CC2)[nH]nc1-c1ccccc1,400.5700000000001,4.842100000000005,1.0,3.0,7.568636235841013
138,CHEMBL3754291,active,O=C(NCCCCCCCNc1c2c(nc3ccccc13)CCC2)c1cc2ccccc2o1,441.5750000000003,6.2621000000000056,2.0,4.0,7.313363730737707
139,CHEMBL5411628,inactive,Cc1cc(/C=N/O)c(O)c(CN2CCN(c3ccc([N+](=O)[O-])cc3)CC2)c1,370.4090000000001,2.7391200000000007,2.0,7.0,3.961379838050297
140,CHEMBL4571434,active,O=c1ccc2cc(/N=C/c3ccc(F)cc3)ccc2o1,267.259,3.6827000000000014,0.0,3.0,6.645891560852599
142,CHEMBL5275040,active,COc1cc([C@@H](O)[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)Oc2ccc(CCCO)cc2OC)ccc1O,540.5620000000004,-0.3681999999999991,7.0,12.0,6.1249387366083
143,CHEMBL3605433,inactive,COc1ccccc1-c1nnc(-c2ccc3c(c2)CO[C@@]3(CCCN(C)C)c2ccc(F)cc2)[nH]1,472.56400000000025,5.402000000000005,1.0,5.0,3.792257947393055
145,CHEMBL293316,inactive,C=CC[N+](C)(C)c1cccc(OC)c1,192.282,2.4481,0.0,1.0,5.0
146,CHEMBL4519496,active,Brc1ccc(-c2nnn3c2C2c4ccccc4CCN2Cc2ccccc2-3)cc1,443.3480000000002,5.157900000000004,0.0,4.0,6.6020599913279625
147,CHEMBL4092905,inactive,COc1cc2c(cc1OC)C(c1ccccc1)N(Cc1cc(Cl)cc(/C=N/O)c1O)CC2,452.93800000000016,5.0186000000000055,2.0,6.0,2.918292729902651
148,CHEMBL5220560,inactive,CCC(C)(C)NCC(O)c1cc(O)cc(OC(=O)N(C)C)c1,310.394,2.2642,3.0,5.0,4.698970004336019
149,CHEMBL561846,inactive,C=C1C[C@]23C[C@H]1CC[C@H]2[C@]1(C)CCC[C@](C)(CO)[C@@H]1C[C@@H]3O,304.474,3.9186000000000023,2.0,2.0,4.642065152999546
150,CHEMBL343319,inactive,Cc1c(O)cccc1[N+](C)(C)C,166.24399999999997,1.89732,1.0,1.0,3.850000013719576
151,CHEMBL4082739,inactive,COc1cc(/C=C/C(=O)Nc2ccccc2)ccc1OCCCCCCCCCCN1CCCC1,478.6770000000007,6.942500000000008,1.0,4.0,4.869023308394383
155,CHEMBL2396905,inactive,CCCCN(C)c1nc2ccccc2[nH]1,203.289,2.799200000000001,1.0,2.0,4.0
156,CHEMBL4129007,inactive,CC(C)=CCC[C@]1(C)[C@@H](CC=C(C)C)C[C@]2(CC=C(C)C)C(=O)C3=C(O[C@@H](C(C)(C)O)[C@@H]3O)[C@@]1(C(=O)C(C)C)C2=O,568.7950000000003,6.606000000000009,2.0,6.0,4.901356274182943
158,CHEMBL1952055,inactive,CN(C)C(/C=N/O)=N\Cc1ccccc1,205.261,1.6067,1.0,3.0,3.6989700043360183
159,CHEMBL158242,active,CCOc1cc2c(cc1OCC)C(=O)C(C)C2,234.29499999999996,2.858900000000001,0.0,3.0,6.42021640338319
160,CHEMBL4214707,active,Cc1cccc(C(=O)Nc2ccc3c(c2)CN(C(=O)c2cccc(Cl)c2)C(=O)C3)c1,418.88000000000017,4.625820000000004,1.0,3.0,10.679023322657176
161,CHEMBL3355580,active,COc1cc(CCC(=O)/C=C/c2ccc(CNc3c4c(nc5cc(Cl)ccc35)CC3CC(C)=CC4C3)cc2)ccc1O,579.1400000000004,8.425600000000003,2.0,5.0,7.73754891026957
162,CHEMBL3335063,inactive,COc1cccc(CN(C)CCCOc2ccc3c(c2)oc(=O)c2ccccc23)c1,403.4780000000001,4.855700000000005,0.0,5.0,4.679853713888946
163,CHEMBL183507,active,COc1ccc(-c2cc3c(c(=O)o2)C[C@@]2(O)[C@@]4(C)C(=O)[C@@]5(OC)C(=O)O[C@]4(CC[C@@]2(C)O3)C5(C)C)cc1,510.5390000000004,2.829900000000001,1.0,9.0,6.638272163982407
165,CHEMBL102637,inactive,CCSC(=O)OCC[N+](C)(C)C,192.304,1.5823,0.0,3.0,2.0
166,CHEMBL132260,active,Nc1c2c(nc3ccccc13)OCCC2,200.24099999999996,2.1420000000000003,1.0,3.0,6.575118363368933
167,CHEMBL3289929,inactive,CCOC(OCC)c1ccc(/C=C/C(=O)/C=C/c2ccc(C(OCC)OCC)cc2)cc1,438.56400000000025,6.125500000000007,0.0,5.0,4.256960845195067
169,CHEMBL240972,inactive,C/C(=C\CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=CC[C@H]4C(C)(C)[C@@H](O)CC[C@]4(C)C3=CC[C@]12C)CO,440.7120000000003,7.22750000000001,2.0,2.0,4.57218942732401
171,CHEMBL4064686,inactive,O=C(CC[C@@H](NC(=O)c1ccccc1)C(=O)O)NCCC1CCN(Cc2ccccc2)CC1,451.5670000000004,3.0683000000000016,3.0,4.0,4.698970004336019
172,CHEMBL4078305,active,O=C(CC[C@H](NC(=O)c1ccccc1)C(=O)O)NCCC1CCN(Cc2ccccc2)CC1,451.5670000000004,3.0683000000000016,3.0,4.0,6.119186407719209
173,CHEMBL102142,active,Cc1ccc(C(=O)NC(=S)NCCOCCN(C)Cc2ccccc2)cc1,385.5330000000001,2.7479200000000006,2.0,4.0,7.113509274827518
175,CHEMBL3642047,active,CC(=O)NCCc1c[nH]c2ccc(OC(=O)NCCCCNc3c4c(nc5ccccc35)CCCC4)cc12,513.6420000000004,5.254200000000005,4.0,5.0,6.423037028514311
176,CHEMBL4079963,inactive,NS(=O)(=O)c1ccc(NC(=S)NCCN2CCCCC2)cc1,342.4900000000002,1.1062999999999994,3.0,4.0,4.045757490560675
177,CHEMBL189517,active,COc1cc2c(cc1OC)SC(C(=O)CCc1cc[n+](CC3CC3)cc1)C2,384.5210000000001,3.6200000000000023,0.0,4.0,6.958607314841775
178,CHEMBL3949770,active,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccc([N+](=O)[O-])c1)CC(Cl)(Cl)CC3,477.3480000000002,4.629100000000003,2.0,7.0,6.47755576649368
179,CHEMBL4872783,inactive,COc1ccc2nc3c(c(N)c2c1)CCCC3,228.29499999999996,2.7044000000000006,1.0,3.0,5.0
180,CHEMBL1256415,inactive,COc1ccc2nc3c(c(N)c2c1)CCCC3,228.29499999999996,2.7044000000000006,1.0,3.0,4.823908740944319
183,CHEMBL4289362,active,C[C@@H]1C[C@H]2CC(=O)[C@H]3CCC[N+]4([O-])CCC[C@]2(O)[C@]34C1,279.38,1.9936,1.0,3.0,6.229147988357855
184,CHEMBL1642985,inactive,CC(C)(C)c1cc[n+](Cc2ccccc2C[n+]2ccc(C(C)(C)C)cc2)cc1,374.5720000000001,4.953200000000005,0.0,0.0,5.0
187,CHEMBL4075571,active,CCN(CC)Cc1ccc(/C=C2\Oc3cc(OC)c(OC)cc3C2=O)cc1O,383.4440000000001,3.867400000000004,1.0,6.0,6.154901959985743
188,CHEMBL241806,inactive,COc1cc2c(cc1OC)[C@]1(O)C(=O)c3ccc4c(c3O[C@@H]1CO2)C=CC(C)(C)O4,410.4220000000002,3.111900000000002,1.0,7.0,3.895581179352405
189,CHEMBL5077601,inactive,CO[C@H]1C=C2[C@H]3CN(Cc4cc5c(cc43)OCO5)[C@H]2C[C@@H]1OC(=O)c1ccc(Cl)c([N+](=O)[O-])c1,484.8920000000003,3.8290000000000033,0.0,8.0,4.0
190,CHEMBL305386,inactive,C=C(C)C[N+](C)(C)c1cccc(OC)c1,206.309,2.8382000000000014,0.0,1.0,5.0
191,CHEMBL4796846,active,O=[N+]([O-])c1ccc(CNC2CCN(Cc3ccccc3)C2)cc1,311.38500000000005,2.9589000000000016,1.0,4.0,6.130181792020672
192,CHEMBL2425412,inactive,O=C1NC(=S)NC(=O)C1=CNNC(=S)Nc1ccc(Br)cc1,400.2830000000001,0.6549,5.0,5.0,4.101219986710174
193,CHEMBL597188,active,CCN(CC)CCCCCOc1ccc2c(c1)CC/C(=C\c1ccc(CN(C)Cc3ccccc3)cc1)C2=O,524.7490000000003,7.4220000000000095,0.0,4.0,7.251811972993799
194,CHEMBL335355,active,CCC1=CC2Cc3nc4cc(F)cc(F)c4c(N)c3C(C1)C2,300.3520000000001,4.481300000000003,1.0,2.0,8.75448733218585
